symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,bulan,year,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,aspiration_turbo,body-style_Sedan,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_AWD,drive-wheels_RWD,drive-wheels_fwd,drive-wheels_rwd,engine-location_rear,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,fuel-system_2bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
0,0.6439790575916231,4.0,0.5034482758620689,0.5804878048780489,0.38461538461538414,0.5,0.495345228859581,6,0.42386831275720166,0.55,0.5333333333333334,0.125,0.4591194968553459,0.04081632653061229,0.2,0.3157894736842105,21105.0,0.5333333333333332,1.0,0,1,1,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0.29842931937172773,4.0,0.5827586206896553,0.7788617886178861,0.5641025641025648,0.6272727272727279,0.6078355314197053,6,0.42386831275720166,0.55,0.5333333333333334,0.125,0.4591194968553459,0.04081632653061229,0.17142857142857143,0.23684210526315785,24565.0,0.5800000000000001,1.0,0,1,1,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0.29842931937172773,4.0,0.5827586206896553,0.7788617886178861,0.5641025641025648,0.6272727272727279,0.6757176105508145,6,0.609053497942387,0.7714285714285716,0.6285714285714288,0.0625,0.8427672955974842,0.5102040816326532,0.05714285714285716,0.1578947368421053,30760.0,0.8250000000000002,2.0,0,1,1,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0.29842931937172773,4.0,0.806896551724138,0.9089430894308945,0.9059829059829072,0.6818181818181817,0.7823894491854151,6,0.609053497942387,0.7714285714285716,0.6285714285714288,0.0625,0.8427672955974842,0.5102040816326532,0.02857142857142858,0.10526315789473684,36880.0,0.9066666666666665,2.0,0,1,1,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,0.29319371727748694,2.0,0.062068965517241725,0.0,0.0,0.40000000000000036,0.0,3,0.0,0.26428571428571446,0.4571428571428571,0.15625,0.0,0.3877551020408163,0.9428571428571428,0.9736842105263157,5151.0,0.01702127659574476,0.0,0,1,1,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0.1727748691099476,2.0,0.27241379310344804,0.24065040650406555,0.28205128205128194,0.290909090909091,0.14972847168347558,4,0.11934156378600824,0.34999999999999987,0.49523809523809526,0.16249999999999998,0.1383647798742138,0.5102040816326532,0.6857142857142857,0.7105263157894737,6295.0,0.11578947368421061,0.0,0,1,1,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0.08376963350785338,4.0,0.27241379310344804,0.28780487804878074,0.28205128205128194,0.290909090909091,0.1633048875096974,4,0.11934156378600824,0.34999999999999987,0.49523809523809526,0.16249999999999998,0.1383647798742138,0.5102040816326532,0.6857142857142857,0.7105263157894737,6575.0,0.11578947368421061,0.0,0,1,1,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.27748691099476436,2.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.18181818181818166,0.15050426687354534,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6377.0,0.23225806451612913,0.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.27748691099476436,2.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.18181818181818166,0.24825446082234293,4,0.15226337448559674,0.34999999999999987,0.6285714285714288,0.03749999999999998,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,7957.0,0.4166666666666667,1.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0.43455497382198954,4.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.18580294802172226,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6229.0,0.23225806451612913,0.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.43455497382198954,4.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.1943366951124903,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,6692.0,0.23225806451612913,0.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.43455497382198954,4.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.1943366951124903,4,0.11934156378600824,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,7609.0,0.23225806451612913,0.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.43455497382198954,4.0,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.2726920093095423,4,0.15226337448559674,0.34999999999999987,0.6285714285714288,0.03749999999999998,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,8558.0,0.4166666666666667,1.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
-1,0.23560209424083772,4.0,0.5758620689655172,0.5447154471544717,0.3675213675213671,1.0,0.40612878200155156,4,0.25102880658436216,0.5714285714285714,0.661904761904762,0.09375,0.2515723270440251,0.346938775510204,0.28571428571428575,0.368421052631579,8921.0,0.4166666666666667,0.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,0.41884816753926707,2.0,0.3206896551724139,0.5219512195121947,0.5128205128205119,0.12727272727272787,0.513188518231187,4,0.3909465020576132,0.7571428571428573,0.8714285714285714,0.0,0.610062893081761,0.346938775510204,0.14285714285714285,0.21052631578947367,12964.0,0.6315789473684212,1.0,0,1,1,2025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2,0.3769633507853403,2.0,0.0,0.056910569105691255,0.3076923076923075,0.18181818181818166,0.08727695888285492,4,0.12757201646090538,0.26428571428571446,0.6380952380952383,0.16249999999999998,0.06289308176100628,0.26530612244897966,1.0,1.0,6479.0,0.0,0.0,0,1,1,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0.3769633507853403,2.0,0.0,0.056910569105691255,0.3076923076923075,0.18181818181818166,0.12839410395655548,4,0.12757201646090538,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.17610062893081757,0.7551020408163265,0.4857142857142857,0.5789473684210527,6855.0,0.23225806451612913,0.0,0,1,1,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.1884816753926702,2.0,0.2448275862068967,0.14471544715447182,0.316239316239316,0.3454545454545457,0.1353762606671839,4,0.07407407407407407,0.26428571428571446,0.4761904761904763,0.19374999999999998,0.07547169811320753,0.5510204081632655,0.6857142857142857,0.6842105263157894,5399.0,0.11578947368421061,0.0,0,1,2,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.1884816753926702,2.0,0.2448275862068967,0.14471544715447182,0.316239316239316,0.3454545454545457,0.1753297129557797,4,0.12757201646090538,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,6529.0,0.25333333333333324,0.0,0,1,2,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.1884816753926702,2.0,0.2448275862068967,0.14471544715447182,0.316239316239316,0.3454545454545457,0.18153607447633824,4,0.12757201646090538,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,7129.0,0.25333333333333324,0.0,0,1,3,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.23560209424083772,4.0,0.3413793103448275,0.36260162601626034,0.316239316239316,0.5181818181818185,0.20248254460822346,4,0.12757201646090538,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,7295.0,0.25333333333333324,0.0,0,1,2,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.21465968586387435,2.0,0.3413793103448275,0.4292682926829272,0.4188034188034191,0.40909090909090917,0.29014740108611325,4,0.20164609053497945,0.4357142857142857,0.7190476190476192,0.125,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,7895.0,0.325925925925926,0.0,0,1,2,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.21465968586387435,2.0,0.3413793103448275,0.4292682926829272,0.4188034188034191,0.40909090909090917,0.3107059736229635,4,0.20164609053497945,0.4357142857142857,0.7190476190476192,0.125,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,9095.0,0.325925925925926,0.0,0,1,7,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.10471204188481675,4.0,0.3413793103448275,0.5577235772357723,0.4188034188034191,0.48181818181818237,0.31652443754848725,4,0.20164609053497945,0.4357142857142857,0.7190476190476192,0.125,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,8845.0,0.325925925925926,0.0,0,1,2,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.10471204188481675,4.0,0.3413793103448275,0.5577235772357723,0.18803418803418825,0.48181818181818237,0.34290147401086113,4,0.20164609053497945,0.4357142857142857,0.7190476190476192,0.125,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,10295.0,0.325925925925926,0.0,0,1,2,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.21989528795811514,2.0,0.3413793103448275,0.45528455284552827,0.4871794871794872,0.20000000000000018,0.3122575640031032,4,0.20164609053497945,0.4357142857142857,0.7190476190476192,0.13124999999999998,0.32704402515723274,0.5510204081632655,0.31428571428571433,0.39473684210526316,10345.0,0.38400000000000006,0.0,0,1,11,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.29842931937172773,4.0,0.2655172413793103,0.4813008130081302,0.12820512820512864,0.4272727272727277,0.3293250581846392,4,0.205761316872428,0.55,0.5523809523809524,0.09375,0.18867924528301883,0.26530612244897966,0.28571428571428575,0.3421052631578947,6785.0,0.4166666666666667,0.0,0,1,2,2025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,0.29842931937172773,2.0,0.32413793103448274,0.5121951219512195,0.4188034188034191,0.23636363636363633,0.4833204034134988,4,0.23868312757201648,0.6357142857142859,0.5523809523809524,0.13749999999999996,0.26415094339622636,0.346938775510204,0.28571428571428575,0.3421052631578947,11048.0,0.4166666666666667,0.0,0,1,2,2025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0.41884816753926707,4.0,0.9103448275862069,0.9512195121951219,0.7948717948717947,0.3636363636363633,1.0,6,0.8106995884773662,0.7785714285714287,1.0,0.06874999999999998,0.8050314465408804,0.24489795918367352,0.02857142857142858,0.07894736842105265,32250.0,0.9066666666666665,2.0,0,1,2,2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.29842931937172773,4.0,0.9103448275862069,0.9512195121951219,0.7948717948717947,0.3636363636363633,1.0,6,0.8106995884773662,0.7785714285714287,1.0,0.06874999999999998,0.8050314465408804,0.24489795918367352,0.02857142857142858,0.07894736842105265,35550.0,0.9066666666666665,2.0,0,1,2,2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0.20418848167539266,2.0,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.48181818181818237,0.15593483320403412,4,0.12345679012345678,0.34999999999999987,0.5142857142857142,0.125,0.12578616352201255,0.346938775510204,0.45714285714285713,0.39473684210526316,5195.0,0.25333333333333324,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.20418848167539266,2.0,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.48181818181818237,0.15981380915438326,4,0.12345679012345678,0.34999999999999987,0.5142857142857142,0.125,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,6095.0,0.23225806451612913,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.20418848167539266,2.0,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.48181818181818237,0.16175329712955777,4,0.12345679012345678,0.34999999999999987,0.5142857142857142,0.125,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,6795.0,0.23225806451612913,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.2513089005235602,4.0,0.22413793103448265,0.4178861788617887,0.3333333333333339,0.48181818181818237,0.17726920093095422,4,0.12345679012345678,0.34999999999999987,0.5142857142857142,0.125,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,6695.0,0.23225806451612913,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.2513089005235602,4.0,0.22413793103448265,0.4178861788617887,0.3333333333333339,0.48181818181818237,0.17920868890612873,4,0.12345679012345678,0.3857142857142859,0.5142857142857142,0.125,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,7395.0,0.23225806451612913,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3350785340314136,2.0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.4454545454545453,0.3479441427463149,4,0.25102880658436216,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,8845.0,0.35384615384615375,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.2617801047120419,4.0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.6090909090909093,0.3576415826221877,4,0.25102880658436216,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,8495.0,0.35384615384615375,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0.3350785340314136,2.0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.4454545454545453,0.3479441427463149,4,0.25102880658436216,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,10595.0,0.35384615384615375,0.0,0,1,2,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.2617801047120419,4.0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.6090909090909093,0.3576415826221877,4,0.25102880658436216,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,10245.0,0.35384615384615375,0.0,0,1,3,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.29842931937172773,4.0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.6090909090909093,0.37044220325833976,4,0.25102880658436216,0.6071428571428574,0.6285714285714288,0.98125,0.10062893081761004,0.20408163265306123,0.6285714285714286,0.6842105263157894,10795.0,0.14444444444444454,0.0,1,0,3,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0.2617801047120419,4.0,0.4206896551724135,0.5967479674796752,0.5299145299145307,0.6090909090909093,0.36346004654771136,4,0.25102880658436216,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.2264150943396226,0.26530612244897966,0.3428571428571429,0.42105263157894735,11245.0,0.35384615384615375,0.0,0,1,3,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0.27748691099476436,4.0,0.6310344827586207,0.551219512195122,0.49572649572649663,0.5090909090909088,0.45849495733126444,4,0.32510288065843623,0.8714285714285712,0.5190476190476192,0.0625,0.4528301886792453,0.346938775510204,0.14285714285714285,0.2894736842105263,18280.0,0.6315789473684212,1.0,0,1,3,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0.29842931937172773,4.0,0.6310344827586207,0.551219512195122,0.49572649572649663,0.5090909090909088,0.47013188518231197,4,0.3004115226337449,0.6357142857142859,0.7476190476190478,0.9375,0.15094339622641506,0.020408163265306145,0.4857142857142857,0.6052631578947367,18344.0,0.23225806451612913,0.0,1,0,3,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
